loss,accuracy,AUC,Precision,Recall,f1_score,img_size,colour_mode,augment,batch_size,epochs,filter,dropout,duration
0.591,0.747,0.776,0.766,0.856,0.769,300.0,rgb,True,16.0,3.0,7.0,0.2,198.981
0.835,0.739,0.858,0.71,0.985,0.769,300.0,rgb,False,16.0,3.0,7.0,0.2,185.943
0.874,0.625,0.549,0.625,1.0,0.769,150.0,grayscale,True,16.0,3.0,7.0,0.5,39.804
0.462,0.827,0.884,0.815,0.936,0.769,150.0,grayscale,False,16.0,3.0,7.0,0.5,39.604
0.841,0.654,0.811,0.644,0.997,0.769,150.0,rgb,True,16.0,3.0,7.0,0.5,45.485
0.829,0.644,0.835,0.637,1.0,0.769,150.0,rgb,False,16.0,3.0,7.0,0.5,42.191
0.937,0.625,0.854,0.625,1.0,0.769,300.0,grayscale,True,16.0,3.0,7.0,0.5,183.719
0.564,0.76,0.855,0.726,0.987,0.769,300.0,grayscale,False,16.0,3.0,7.0,0.5,182.008
0.616,0.66,0.709,0.653,0.972,0.769,300.0,rgb,True,16.0,3.0,7.0,0.5,199.156
1.233,0.63,0.845,0.628,1.0,0.769,300.0,rgb,False,16.0,3.0,7.0,0.5,186.169
0.378,0.848,0.931,0.826,0.959,0.769,150.0,grayscale,True,32.0,3.0,3.0,0.2,37.393
0.458,0.829,0.926,0.798,0.972,0.769,150.0,grayscale,False,32.0,3.0,3.0,0.2,37.08
0.4,0.851,0.931,0.838,0.944,0.769,150.0,rgb,True,32.0,3.0,3.0,0.2,44.799
0.555,0.763,0.9,0.73,0.985,0.769,150.0,rgb,False,32.0,3.0,3.0,0.2,39.208
0.641,0.686,0.719,0.682,0.931,0.769,300.0,grayscale,True,32.0,3.0,3.0,0.2,156.465
1.02,0.779,0.885,0.741,0.992,0.769,300.0,grayscale,False,32.0,3.0,3.0,0.2,154.869
0.572,0.723,0.793,0.717,0.918,0.769,300.0,rgb,True,32.0,3.0,3.0,0.2,176.825
0.711,0.79,0.865,0.767,0.954,0.769,300.0,rgb,False,32.0,3.0,3.0,0.2,158.086
0.583,0.625,0.873,0.625,1.0,0.769,150.0,grayscale,True,32.0,3.0,3.0,0.5,37.298
0.575,0.705,0.882,0.68,0.997,0.769,150.0,grayscale,False,32.0,3.0,3.0,0.5,37.023
0.681,0.625,0.61,0.625,1.0,0.769,150.0,rgb,True,32.0,3.0,3.0,0.5,44.214
0.457,0.78,0.883,0.76,0.949,0.769,150.0,rgb,False,32.0,3.0,3.0,0.5,39.824
0.664,0.625,0.476,0.625,1.0,0.769,300.0,grayscale,True,32.0,3.0,3.0,0.5,156.267
0.535,0.835,0.861,0.853,0.89,0.769,300.0,grayscale,False,32.0,3.0,3.0,0.5,155.103
0.795,0.622,0.601,0.624,0.995,0.769,300.0,rgb,True,32.0,3.0,3.0,0.5,176.971
0.571,0.758,0.856,0.739,0.946,0.769,300.0,rgb,False,32.0,3.0,3.0,0.5,158.342
0.699,0.598,0.863,0.966,0.369,0.769,150.0,grayscale,True,32.0,3.0,7.0,0.2,34.795
0.504,0.785,0.92,0.751,0.982,0.769,150.0,grayscale,False,32.0,3.0,7.0,0.2,34.284
0.59,0.734,0.909,0.704,0.99,0.769,150.0,rgb,True,32.0,3.0,7.0,0.2,42.208
0.526,0.803,0.892,0.765,0.987,0.769,150.0,rgb,False,32.0,3.0,7.0,0.2,36.82
0.621,0.705,0.754,0.698,0.931,0.769,300.0,grayscale,True,32.0,3.0,7.0,0.2,152.924
0.727,0.795,0.905,0.766,0.967,0.769,300.0,grayscale,False,32.0,3.0,7.0,0.2,152.26
0.664,0.625,0.5,0.625,1.0,0.769,300.0,rgb,True,32.0,3.0,7.0,0.2,173.725
0.52,0.835,0.883,0.834,0.918,0.769,300.0,rgb,False,32.0,3.0,7.0,0.2,155.286
0.739,0.657,0.902,0.646,0.997,0.769,150.0,grayscale,True,32.0,3.0,7.0,0.5,35.116
0.504,0.723,0.878,0.699,0.977,0.769,150.0,grayscale,False,32.0,3.0,7.0,0.5,34.477
0.629,0.675,0.764,0.66,0.987,0.769,150.0,rgb,True,32.0,3.0,7.0,0.5,42.301
0.59,0.625,0.894,0.625,1.0,0.769,150.0,rgb,False,32.0,3.0,7.0,0.5,36.883
0.759,0.659,0.622,0.655,0.959,0.769,300.0,grayscale,True,32.0,3.0,7.0,0.5,152.878
0.569,0.737,0.869,0.713,0.969,0.769,300.0,grayscale,False,32.0,3.0,7.0,0.5,151.233
0.999,0.625,0.911,0.625,1.0,0.769,300.0,rgb,True,32.0,3.0,7.0,0.5,173.787
0.626,0.729,0.763,0.737,0.882,0.769,300.0,rgb,False,32.0,3.0,7.0,0.5,154.939
0.501,0.766,0.865,0.752,0.933,0.769,150.0,grayscale,True,64.0,3.0,3.0,0.2,35.162
1.067,0.716,0.884,0.688,0.997,0.769,150.0,grayscale,False,64.0,3.0,3.0,0.2,34.68
0.482,0.806,0.935,0.764,0.997,0.769,150.0,rgb,True,64.0,3.0,3.0,0.2,43.743
0.384,0.843,0.916,0.829,0.944,0.769,150.0,rgb,False,64.0,3.0,3.0,0.2,37.085
0.674,0.625,0.5,0.625,1.0,0.769,300.0,grayscale,True,64.0,3.0,3.0,0.2,143.919
0.541,0.824,0.86,0.861,0.856,0.769,300.0,grayscale,False,64.0,3.0,3.0,0.2,141.756
0.568,0.764,0.798,0.796,0.838,0.769,300.0,rgb,True,64.0,3.0,3.0,0.2,166.49
0.394,0.853,0.914,0.831,0.959,0.769,300.0,rgb,False,64.0,3.0,3.0,0.2,144.766
0.609,0.625,0.865,0.625,1.0,0.769,150.0,grayscale,True,64.0,3.0,3.0,0.5,35.094
0.489,0.845,0.92,0.85,0.913,0.769,150.0,grayscale,False,64.0,3.0,3.0,0.5,34.651
0.704,0.625,0.525,0.625,1.0,0.769,150.0,rgb,True,64.0,3.0,3.0,0.5,42.785
0.548,0.728,0.886,0.699,0.99,0.769,150.0,rgb,False,64.0,3.0,3.0,0.5,36.944
0.673,0.625,0.5,0.625,1.0,0.769,300.0,grayscale,True,64.0,3.0,3.0,0.5,143.484
0.663,0.625,0.782,0.625,1.0,0.769,300.0,grayscale,False,64.0,3.0,3.0,0.5,158.776
0.691,0.635,0.592,0.671,0.815,0.769,300.0,rgb,True,64.0,3.0,3.0,0.5,364.115
0.483,0.827,0.881,0.858,0.867,0.769,300.0,rgb,False,64.0,3.0,3.0,0.5,362.304
0.387,0.83,0.92,0.807,0.956,0.769,150.0,grayscale,True,64.0,3.0,7.0,0.2,83.031
0.394,0.833,0.916,0.818,0.944,0.769,150.0,grayscale,False,64.0,3.0,7.0,0.2,83.672
0.393,0.829,0.924,0.8,0.967,0.769,150.0,rgb,True,64.0,3.0,7.0,0.2,92.439
0.691,0.792,0.917,0.753,0.992,0.769,150.0,rgb,False,64.0,3.0,7.0,0.2,93.195
0.456,0.771,0.868,0.776,0.89,0.769,300.0,grayscale,True,64.0,3.0,7.0,0.2,356.618
0.411,0.835,0.918,0.817,0.949,0.769,300.0,grayscale,False,64.0,3.0,7.0,0.2,353.063
0.429,0.814,0.892,0.798,0.941,0.769,300.0,rgb,True,64.0,3.0,7.0,0.2,392.432
0.658,0.79,0.874,0.762,0.967,0.769,300.0,rgb,False,64.0,3.0,7.0,0.2,396.772
0.673,0.625,0.5,0.625,1.0,0.769,150.0,grayscale,True,64.0,3.0,7.0,0.5,82.254
0.673,0.625,0.5,0.625,1.0,0.769,150.0,grayscale,False,64.0,3.0,7.0,0.5,82.741
1.061,0.625,0.765,0.625,1.0,0.769,150.0,rgb,True,64.0,3.0,7.0,0.5,91.474
0.773,0.657,0.837,0.646,0.997,0.769,150.0,rgb,False,64.0,3.0,7.0,0.5,91.898
0.658,0.662,0.653,0.668,0.913,0.769,300.0,grayscale,True,64.0,3.0,7.0,0.5,356.467
0.476,0.625,0.925,0.625,1.0,0.769,300.0,grayscale,False,64.0,3.0,7.0,0.5,356.495
0.632,0.631,0.866,0.629,0.997,0.769,300.0,rgb,True,64.0,3.0,7.0,0.5,392.056
0.535,0.756,0.903,0.724,0.987,0.769,300.0,rgb,False,64.0,3.0,7.0,0.5,394.899
0.467,0.78,0.865,0.759,0.951,0.769,150.0,grayscale,True,16.0,5.0,3.0,0.2,157.584
1.32,0.712,0.858,0.684,1.0,0.769,150.0,grayscale,False,16.0,5.0,3.0,0.2,156.037
0.765,0.655,0.671,0.655,0.946,0.769,150.0,rgb,True,16.0,5.0,3.0,0.2,164.66
1.022,0.712,0.862,0.685,0.997,0.769,150.0,rgb,False,16.0,5.0,3.0,0.2,162.503
0.697,0.708,0.708,0.704,0.921,0.769,300.0,grayscale,True,16.0,5.0,3.0,0.2,689.922
1.861,0.753,0.824,0.729,0.964,0.77,300.0,grayscale,False,16.0,5.0,3.0,0.2,683.416
0.542,0.739,0.816,0.711,0.979,0.769,300.0,rgb,True,16.0,5.0,3.0,0.2,709.087
1.385,0.755,0.829,0.733,0.956,0.769,300.0,rgb,False,16.0,5.0,3.0,0.2,697.576
0.726,0.641,0.688,0.637,0.992,0.769,150.0,grayscale,True,16.0,5.0,3.0,0.5,158.31
0.696,0.731,0.903,0.702,0.99,0.769,150.0,grayscale,False,16.0,5.0,3.0,0.5,157.126
0.906,0.631,0.536,0.629,0.997,0.769,150.0,rgb,True,16.0,5.0,3.0,0.5,165.681
0.718,0.745,0.882,0.714,0.987,0.769,150.0,rgb,False,16.0,5.0,3.0,0.5,162.35
0.752,0.708,0.737,0.696,0.946,0.769,300.0,grayscale,True,16.0,5.0,3.0,0.5,682.348
0.64,0.763,0.888,0.736,0.967,0.769,300.0,grayscale,False,16.0,5.0,3.0,0.5,682.596
0.847,0.636,0.634,0.633,0.995,0.769,300.0,rgb,True,16.0,5.0,3.0,0.5,699.678
0.576,0.785,0.91,0.752,0.979,0.769,300.0,rgb,False,16.0,5.0,3.0,0.5,700.228
0.522,0.753,0.839,0.782,0.838,0.769,150.0,grayscale,True,16.0,5.0,7.0,0.2,149.351
0.805,0.771,0.894,0.737,0.985,0.769,150.0,grayscale,False,16.0,5.0,7.0,0.2,148.282
0.812,0.628,0.695,0.63,0.979,0.769,150.0,rgb,True,16.0,5.0,7.0,0.2,164.781
0.432,0.83,0.893,0.83,0.915,0.77,150.0,rgb,False,16.0,5.0,7.0,0.2,164.804
0.427,0.78,0.914,0.754,0.964,0.769,300.0,grayscale,True,16.0,5.0,7.0,0.2,692.309
1.636,0.748,0.831,0.715,0.995,0.769,300.0,grayscale,False,16.0,5.0,7.0,0.2,692.457
0.765,0.659,0.707,0.665,0.915,0.769,300.0,rgb,True,16.0,5.0,7.0,0.2,760.627
1.119,0.708,0.796,0.69,0.969,0.77,300.0,rgb,False,16.0,5.0,7.0,0.2,748.02
0.718,0.63,0.799,0.628,1.0,0.769,150.0,grayscale,True,16.0,5.0,7.0,0.5,151.382
0.739,0.702,0.936,0.678,0.995,0.769,150.0,grayscale,False,16.0,5.0,7.0,0.5,148.552
0.876,0.63,0.9,0.628,1.0,0.769,150.0,rgb,True,16.0,5.0,7.0,0.5,163.918
1.017,0.639,0.85,0.634,1.0,0.769,150.0,rgb,False,16.0,5.0,7.0,0.5,163.107
0.717,0.627,0.915,0.626,1.0,0.769,300.0,grayscale,True,16.0,5.0,7.0,0.5,692.92
0.551,0.748,0.916,0.717,0.987,0.769,300.0,grayscale,False,16.0,5.0,7.0,0.5,694.18
0.645,0.659,0.734,0.769,0.649,0.769,300.0,rgb,True,16.0,5.0,7.0,0.5,756.546
0.466,0.779,0.935,0.745,0.982,0.769,300.0,rgb,False,16.0,5.0,7.0,0.5,752.75
0.435,0.782,0.87,0.787,0.892,0.769,150.0,grayscale,True,32.0,5.0,3.0,0.2,146.934
0.608,0.755,0.904,0.721,0.992,0.769,150.0,grayscale,False,32.0,5.0,3.0,0.2,145.627
0.606,0.713,0.781,0.697,0.956,0.769,150.0,rgb,True,32.0,5.0,3.0,0.2,154.414
1.007,0.732,0.893,0.701,0.997,0.769,150.0,rgb,False,32.0,5.0,3.0,0.2,151.846
0.366,0.84,0.927,0.825,0.944,0.769,300.0,grayscale,True,32.0,5.0,3.0,0.2,627.872
1.352,0.72,0.852,0.693,0.99,0.77,300.0,grayscale,False,32.0,5.0,3.0,0.2,623.418
0.662,0.625,0.5,0.625,1.0,0.769,300.0,rgb,True,32.0,5.0,3.0,0.2,634.524
0.843,0.776,0.899,0.741,0.985,0.769,300.0,rgb,False,32.0,5.0,3.0,0.2,635.39
0.586,0.753,0.829,0.835,0.754,0.769,150.0,grayscale,True,32.0,5.0,3.0,0.5,147.734
0.443,0.809,0.918,0.777,0.974,0.769,150.0,grayscale,False,32.0,5.0,3.0,0.5,144.915
0.842,0.627,0.574,0.626,1.0,0.769,150.0,rgb,True,32.0,5.0,3.0,0.5,153.991
0.647,0.625,0.656,0.625,1.0,0.769,150.0,rgb,False,32.0,5.0,3.0,0.5,152.068
0.746,0.683,0.66,0.689,0.897,0.769,300.0,grayscale,True,32.0,5.0,3.0,0.5,624.318
0.816,0.705,0.859,0.686,0.974,0.769,300.0,grayscale,False,32.0,5.0,3.0,0.5,619.055
0.676,0.526,0.697,0.805,0.318,0.769,300.0,rgb,True,32.0,5.0,3.0,0.5,637.214
0.807,0.716,0.901,0.691,0.99,0.769,300.0,rgb,False,32.0,5.0,3.0,0.5,633.763
0.4,0.822,0.905,0.841,0.882,0.769,150.0,grayscale,True,32.0,5.0,7.0,0.2,143.347
0.69,0.795,0.902,0.76,0.982,0.769,150.0,grayscale,False,32.0,5.0,7.0,0.2,140.422
0.449,0.819,0.889,0.81,0.928,0.769,150.0,rgb,True,32.0,5.0,7.0,0.2,159.186
0.686,0.76,0.907,0.725,0.992,0.769,150.0,rgb,False,32.0,5.0,7.0,0.2,157.453
0.577,0.72,0.786,0.781,0.767,0.769,300.0,grayscale,True,32.0,5.0,7.0,0.2,624.014
0.974,0.72,0.809,0.707,0.941,0.77,300.0,grayscale,False,32.0,5.0,7.0,0.2,623.055
0.754,0.665,0.666,0.656,0.977,0.769,300.0,rgb,True,32.0,5.0,7.0,0.2,693.52
0.47,0.819,0.897,0.795,0.956,0.769,300.0,rgb,False,32.0,5.0,7.0,0.2,689.332
0.697,0.466,0.53,0.677,0.279,0.769,150.0,grayscale,True,32.0,5.0,7.0,0.5,140.875
0.496,0.724,0.915,0.695,0.997,0.769,150.0,grayscale,False,32.0,5.0,7.0,0.5,141.155
0.622,0.694,0.881,0.672,0.995,0.769,150.0,rgb,True,32.0,5.0,7.0,0.5,158.61
1.468,0.631,0.773,0.629,1.0,0.769,150.0,rgb,False,32.0,5.0,7.0,0.5,157.785
0.682,0.694,0.712,0.707,0.872,0.769,300.0,grayscale,True,32.0,5.0,7.0,0.5,621.136
0.712,0.764,0.831,0.753,0.928,0.769,300.0,grayscale,False,32.0,5.0,7.0,0.5,625.627
0.687,0.623,0.605,0.69,0.721,0.769,300.0,rgb,True,32.0,5.0,7.0,0.5,688.429
0.826,0.644,0.895,0.638,0.997,0.769,300.0,rgb,False,32.0,5.0,7.0,0.5,679.771
0.597,0.705,0.841,0.683,0.987,0.769,150.0,grayscale,True,64.0,5.0,3.0,0.2,142.688
0.757,0.76,0.899,0.723,0.997,0.769,150.0,grayscale,False,64.0,5.0,3.0,0.2,140.858
0.484,0.801,0.856,0.85,0.828,0.769,150.0,rgb,True,64.0,5.0,3.0,0.2,148.357
0.827,0.766,0.9,0.728,0.997,0.769,150.0,rgb,False,64.0,5.0,3.0,0.2,146.54148650169373
